basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
DEBY0826,12321007,Ostallgäu,DE,DE_BY,Halblech,10.82525732568639,47.61035208599744,10.82525732568639,47.61035208599744,866.29,49.1,48.027,0,2.185336048879838,1980-11-01,2023-08-19,44,471,13615,13210,2017.0,0.0,13615.0,0.0,D,,2,1,['DEBY0826'],4.143,1.085,1.145,1.911,0.63,227.571,15.319,1.045,10.588,1.503,1.333,8.132,2.59,0.0,3.865,1.86,0.481,0.434,0.162,15.757,1.171,4.0,202.933,3.448,1.0,2041.703,1303.851,891.829,21.141,2.19,67.205,0.579,0.048,8,0.878,0.0,0.0,100.0,0.0,0.0,0.0,41.129,58.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.939,130.0,0.0,44.136,31.061,35.714,16.898,10.306,1.172,1.487,0.185,0.576,0.0,0.0,0.012,0.73,0.257,0.012,0.0,0.0,0.0,0.0,0.0,21.803,0.0,0.0,13.0
FR003866,K332201001,La Sioule Ã  Ã‰breuil,FR,FR_EAUFRANCE,La Sioule à Ébreuil,3.094394,46.116305,3.094394,46.116305,308,1648.0,1620.291,0,1.6813713592233044,1972-01-01,2023-09-30,50,588,17848,10864,1053.0,17801.0,0.0,47.0,C,,732,12,"['FR003862', 'FR003863', 'FR003864', 'FR003865', 'FR001050', 'FR001051', 'FR001052', 'FR001053', 'FR001054', 'FR001055', 'FR001056', 'FR001057', 'FR001058', 'FR003866']",1.034,0.413,1.072,3.713,0.604,149.386,30.889,0.156,2.885,1.892,2.359,49.822,7.763,0.0,2.46,2.194,0.892,0.101,0.04,15.77,1.15,4.0,221.526,4.006,4.0,1523.008,738.018,304.31,6.002,30.236,6.652,0.597,0.164,2,1.064,52.242,41.481,3.96,2.317,0.12,2.197,3.96,0.0,41.481,0.0,0.0,0.0,0.0,0.0,32.147,3.294,4.53,12.271,75.332,130.0,0.0,59.397,50.927,32.983,15.536,9.922,1.29,2.338,0.194,0.682,0.013999999999999999,0.003,0.646,0.31,0.023,0.649,3.0,2.0,12.0,4.88,78.1,3.781,0.46,5.726,12.0
AT000054,201335,St. Leonhard im Pitztal,AT,AT_EHYD,Pitze,10.84338854,47.06973403,10.84338854678158,47.0697340327189,1339,165.4,172.79,0,-4.46795646916565,1961-01-01,2021-12-31,61,732,22280,22280,0.0,0.0,22280.0,0.0,B,,2,1,['AT000054'],1.507,0.534,0.407,4.126,0.693,269.95,8.29,0.209,4.49,5.049,4.107,77.739,26.344,0.0,2.818,1.289,0.457,0.377,0.431,13.188,1.239,4.0,204.585,3.695,2.0,3726.959,2544.309,1343.15,28.142,0.87,82.639,0.65,0.129,2,0.473,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.701,70.0,0.0,29.198,47.448,14.592,7.5,8.489,1.098,1.173,0.037,0.122,0.0,0.0,0.028,0.076,0.891,0.028,0.0,0.0,1.0,0.37,3.76,48.168,0.0,0.0,12.0
DERP2010,2628080000,Seffern,DE,DE_RP,Nims,6.5,50.064,6.5,50.064,,136.2,137.0,0,-0.587371512481653,1973-11-01,2021-12-31,49,576,17500,16862,93.0,0.0,17500.0,0.0,B,,1,2,"['DERP2009', 'DERP2010']",1.026,0.415,1.587,2.138,0.588,138.522,19.087,0.234,3.173,6.345,1.82,9.747,7.185,0.0,2.439,1.93,0.791,-0.062,0.061,15.947,1.181,2.0,215.58,3.945,3.0,622.81,480.601,315.87,6.578,20.671,5.713,0.642,0.117,8,1.112,0.0,5.582,71.864,22.554,0.0,22.554,0.0,71.864,5.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.109,130.0,30.0,50.802,39.985,38.679,21.336,10.737,1.404,1.612,0.177,0.63,0.018,0.044,0.5910000000000001,0.348,0.0,0.6350000000000001,0.0,0.0,0.0,0.0,0.0,6.065,0.0,0.0,12.0
FR001193,L056301001,L0563010,FR,FR_EAUFRANCE,La Briance à Condat-sur-Vienne [Chambon Veyrinas],1.24012,45.756765,1.24012,45.756765,214,603.09,604.311,0,-0.2024573446749247,1966-01-01,2023-09-30,58,693,21092,21092,0.0,20146.0,0.0,946.0,A,,732,2,"['FR001192', 'FR001193']",1.103,0.388,1.669,2.749,0.616,147.0,20.037,0.16,3.431,4.453,1.62,41.03,9.87,0.0,2.826,2.367,0.838,-0.138,0.015,16.831,1.194,2.0,221.839,4.244,4.0,725.773,386.091,213.889,4.679,28.667,0.51,0.757,0.168,2,1.025,22.585,77.415,0.0,0.0,0.0,0.0,0.0,0.0,77.415,0.0,0.0,0.0,0.0,0.0,9.921,12.664,0.0,0.0,81.782,130.0,30.0,51.625,42.13,36.916,20.954,9.35,1.405,1.254,0.194,0.709,0.017,0.014,0.77,0.19099999999999998,0.006,0.784,0.0,0.0,1.0,0.11,0.31,0.913,0.43,0.875,5.0
FR001789,O701581001,O7015810,FR,FR_EAUFRANCE,Le ruisseau de l'Esclancide à Pelouse [Les Salces],3.618724,44.541045,3.618724,44.541045,975,31.0,33.644,0,-8.529032258064511,1978-03-22,2023-09-30,46,547,16519,15642,110.0,16180.0,258.0,81.0,A,,541,1,['FR001789'],1.183,0.439,1.432,3.859,0.564,147.143,41.245,0.046,3.955,6.515,2.462,103.836,20.129,0.0,2.887,1.986,0.688,-0.028,0.097,18.595,1.236,1.0,241.308,4.557,4.0,1433.221,1273.957,978.051,5.446,27.184,2.488,0.572,0.101,4,1.0,79.064,0.0,20.936,0.0,0.0,0.0,0.0,20.936,0.0,0.0,0.0,0.0,0.0,0.0,79.064,0.0,0.0,0.0,49.375,50.0,30.0,51.618,47.188,35.75,17.062,9.0,1.25,2.793,0.199,0.618,0.0,0.0,0.178,0.521,0.301,0.178,0.0,0.0,0.0,0.0,0.0,8.786,0.211,0.019,1.0
DEBY0479,14608003,Schwandorf,DE,DE_BY,Vils,11.94324832980905,49.20014810771828,11.94324832980905,49.20014810771828,343.40,1100.9,1108.597,0,-0.6991552366245698,1962-11-01,2023-08-19,62,688,20205,19785,2002.0,0.0,20205.0,0.0,C,,2,6,"['DEBY0402', 'DEBY0479', 'DEBY0698', 'DEBY0773', 'DEBY0807', 'DEBY0858']",0.832,0.396,0.734,0.712,0.841,166.736,14.194,0.492,1.567,0.018,1.0,,,0.0,2.053,2.09,1.018,0.125,0.083,17.09,1.189,4.0,231.907,4.147,3.0,644.414,460.668,340.878,4.414,40.48,1.106,0.609,0.16,8,1.23,0.0,0.0,98.584,1.412,0.797,0.615,9.384,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.796,130.0,30.0,46.17,56.665,27.467,15.868,8.023,1.515,1.841,0.154,0.58,0.046,0.188,0.24900000000000003,0.443,0.067,0.43700000000000006,0.0,0.0,4.0,0.47,1.47,7.385,0.471,0.532,48.0
CH000155,2469,Hondrich,CH,CH_CAMELS,Kander,7.67,46.67,7.67,46.67,654,490.7,490.76,0,-0.012227430201753,1981-01-01,2020-12-31,40,480,14610,14610,0.0,0.0,14610.0,0.0,B,,1,2,"['CH000074', 'CH000155']",3.6,1.062,0.48,2.643,0.744,249.795,8.26,0.941,8.624,0.075,1.5,3.025,5.261,0.0,3.454,1.637,0.474,0.006,0.344,14.586,1.202,2.0,210.736,3.752,1.0,3665.661,1845.823,645.688,27.439,2.397,81.946,0.664,0.157,8,0.606,7.856,0.142,68.407,23.349,23.349,0.0,8.306,60.101,0.142,0.0,0.0,0.0,0.0,4.864,2.992,0.0,0.0,0.0,66.951,130.0,0.0,20.598,42.327,11.764,5.665,7.652,0.949,0.872,0.099,0.328,0.017,0.0,0.16999999999999998,0.2,0.6080000000000001,0.16999999999999998,0.0,0.0,2.0,0.92,10.3,34.271,0.549,0.549,0.0
AT000334,207944,Zwettl (Bahnbruecke),AT,AT_EHYD,Kamp,15.17161376,48.61031644,15.17161376094085,48.61031644494766,507,621.8,622.426,0,-0.1006754583467497,1976-01-01,2021-12-31,46,552,16802,16802,0.0,0.0,16802.0,0.0,B,,2,3,"['AT000332', 'AT000333', 'AT000334']",0.746,0.36,1.623,1.833,0.666,188.867,36.569,0.174,2.013,1.935,2.543,11.217,6.071,0.0,2.09,2.045,0.979,0.466,0.121,17.335,1.217,4.0,233.948,3.98,1.0,1038.333,748.865,512.027,5.833,25.652,2.897,0.651,0.17,4,1.023,86.568,13.432,0.0,0.0,0.0,0.0,0.0,0.0,13.432,0.0,0.0,0.0,0.0,0.0,86.568,0.0,0.0,0.0,50.257,70.0,30.0,44.822,69.647,19.77,10.583,4.377,1.602,1.991,0.158,0.585,0.029,0.247,0.24,0.477,0.006,0.487,0.0,0.0,0.0,0.0,0.0,12.483,0.0,0.057,15.0
DK000102,50000051, STAMPEN MØLLE,DK,DK_ODA,MØLLEÅ,12.55007597,55.80720552,12.55007597550794,55.80720552948302,,120.1371,116.43,0,3.085724559690551,1989-01-01,2022-12-31,34,408,12418,12418,0.0,12418.0,0.0,0.0,A,,242,10,"['DK000093', 'DK000095', 'DK000096', 'DK000101', 'DK000102', 'DK000105', 'DK000110', 'DK000111', 'DK000113', 'DK000120']",0.378,0.23,1.145,2.035,0.627,158.97,28.232,0.059,1.152,1.029,3.5,26.913,6.02,0.001,1.586,1.533,0.967,0.196,0.045,16.314,1.162,4.0,238.683,4.464,3.0,90.453,37.231,5.186,1.731,83.146,0.004,0.559,0.161,11,28.242,0.0,0.0,0.0,90.433,90.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,56.16,47.681,30.805,21.513,4.496,1.419,0.797,0.149,0.526,0.381,0.091,0.091,0.189,0.016,0.182,0.0,0.0,5.0,11.3,97.26,6.576,0.534,0.756,6.0
DESH1391,114207,Jevenstedt  ,DE,DE_SH, Jevenau,9.632496233216346,54.22969696864752,9.632496233216344,54.22969696864752,"-1,134m NHN gueltig ab 01.11.1994",104.2,101.597,0,2.498080614203463,1984-11-01,2023-05-20,40,460,13553,9332,527.0,0.0,13553.0,0.0,B,,96,3,"['DESH1310', 'DESH1320', 'DESH1391']",1.187,0.502,0.777,1.924,0.674,140.56,23.182,0.278,3.108,0.35,1.444,10.995,15.692,0.0,2.258,1.833,0.812,0.115,0.033,16.464,1.18,1.0,220.097,3.921,3.0,83.632,21.234,2.516,0.792,98.406,0.0,0.58,0.147,11,41.824,0.0,0.0,22.542,77.458,77.458,0.0,22.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.059,130.0,30.0,56.349,71.382,17.245,11.373,7.647,1.379,8.701,0.173,0.64,0.032,0.242,0.558,0.144,0.009000000000000001,0.8,0.0,0.0,0.0,0.0,0.0,5.442,0.0,1.574,11.0
GB000286,39020,Coln at Bibury,GB,GB_NRFA,Coln at Bibury,-1.83,51.75,-1.83,51.75,100.6,107.3,107.381,0,-0.0754892823858369,1963-10-01,2021-09-30,59,696,21185,21185,0.0,0.0,21185.0,0.0,B,,1023,1,['GB000286'],1.122,0.578,1.392,2.39,0.805,154.983,21.332,0.308,2.695,,,4.707,21.0,0.0,1.945,1.882,0.968,-0.028,0.016,15.784,1.138,1.0,226.024,4.125,4.0,329.216,198.272,102.629,3.929,44.552,0.15,0.491,0.248,8,1.025,0.0,0.0,100.0,0.0,0.0,0.0,12.156,87.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.909,130.0,30.0,52.5,39.818,35.636,24.545,10.355,1.385,1.048,0.11,0.618,0.013,0.518,0.391,0.07,0.0,0.909,0.0,0.0,0.0,0.0,0.0,1.72,0.169,0.17,1.0
DEBY0770,24122008,Bayreuth,DE,DE_BY,Roter Main,11.62094681359717,49.90662754954018,11.62094681359717,49.90662754954018,376.87,71.3,71.095,0,0.2875175315567999,1956-11-01,2023-08-19,68,760,22396,21976,2002.0,0.0,22396.0,0.0,C,,1,2,"['DEBY0473', 'DEBY0770']",0.688,0.303,1.613,2.993,0.446,137.186,26.02,0.068,2.613,19.64,2.389,87.059,8.458,0.0,2.232,2.041,0.915,0.065,0.092,16.886,1.175,4.0,225.512,4.083,3.0,629.312,482.554,383.109,4.193,39.044,0.113,0.637,0.143,9,1.121,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.222,130.0,30.0,50.549,48.861,22.389,28.75,2.444,1.446,1.526,0.162,0.596,0.02,0.089,0.447,0.443,0.0,0.536,0.0,0.0,0.0,0.0,0.0,7.785,0.0,0.0,12.0
FR003267,A735201001,Le Rupt de Mad Ã  Onville,FR,FR_EAUFRANCE,Le Rupt de Mad à Onville,5.961533,49.012193,5.961533,49.012193,184,358.0,363.099,0,-1.4243016759776506,1964-08-18,2023-09-30,60,710,21591,18995,2.0,19213.0,847.0,1531.0,C,,1,1,['FR003267'],0.765,0.344,2.075,3.362,0.585,139.621,26.255,0.11,2.689,13.54,2.846,70.199,17.734,0.0,2.225,2.189,0.984,-0.049,0.027,16.423,1.192,2.0,223.934,4.181,4.0,399.969,257.155,188.659,2.856,73.47,2.418,0.557,0.151,8,1.067,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.331,130.0,30.0,55.06,29.356,34.276,36.367,7.787,1.312,1.187,0.155,0.596,0.018,0.4,0.22600000000000003,0.304,0.013999999999999999,0.6260000000000001,1.0,1.0,6.0,10.11,35.02,2.498,0.217,0.109,2.0
DK000717,6000001, MANNA,DK,DK_ODA,RY Å,9.842819758,57.269558,9.842819758853514,57.26955800080916,,284.7196,284.693,0,0.0093425250667781,1972-04-11,2022-12-31,51,609,18527,18527,0.0,18527.0,0.0,0.0,A,,429,3,"['DK000722', 'DK000894', 'DK000717']",0.968,0.537,0.785,1.364,0.753,143.72,14.327,0.342,2.246,,,0.453,2.556,0.0,1.785,1.52,0.852,0.188,0.057,17.444,1.127,4.0,238.543,4.295,3.0,118.241,29.15,4.459,1.231,93.856,0.0,0.595,0.196,11,36.393,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.825,150.0,130.0,49.009,76.793,13.225,9.982,4.109,1.479,6.824,0.143,0.577,0.04,0.725,0.171,0.048,0.008,0.896,0.0,0.0,0.0,0.0,0.0,6.251,53.435,54.64,1.0
DERP2044,2716080300,KlosterEhrenstein,DE,DE_RP,Mehrbach,7.456,50.616,7.456,50.616,,65.6,66.0,0,-0.6097560975609843,1975-11-01,2021-12-31,47,551,16760,15769,103.0,0.0,16760.0,0.0,B,,1,1,['DERP2044'],1.0,0.422,1.027,2.767,0.511,136.909,22.263,0.119,3.35,9.327,1.919,64.093,7.659,0.0,2.36,2.028,0.859,0.056,0.04,14.845,1.142,4.0,216.532,3.825,3.0,384.613,264.522,156.679,4.755,26.864,1.021,0.576,0.15,2,1.025,0.093,99.907,0.0,0.0,0.0,0.0,0.0,0.0,99.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,130.0,130.0,130.0,55.155,40.412,37.5,22.088,5.059,1.4,0.951,0.187,0.652,0.01,0.14,0.506,0.34400000000000003,0.0,0.646,0.0,0.0,0.0,0.0,0.0,3.918,0.0,0.0,12.0
FR000541,H703301001,H7033010,FR,FR_EAUFRANCE,Le Ton à Origny-en-Thiérache,4.014789000000002,49.895811,4.014789000000002,49.895811,137,256.0,256.433,0,-0.1691406249999971,1967-01-01,2023-09-30,57,681,20727,20727,0.0,19397.0,0.0,1330.0,C,,677,1,['FR000541'],1.228,0.488,1.418,1.971,0.687,146.582,20.508,0.325,3.504,2.797,1.612,1.558,6.769,0.0,2.524,2.03,0.804,-0.077,0.031,14.491,1.16,2.0,213.58,4.021,4.0,301.479,216.414,139.83,3.164,53.136,0.0,0.53,0.168,8,1.121,0.0,0.0,100.0,0.0,0.0,0.0,28.299,71.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.137,130.0,30.0,53.835,35.506,34.286,30.208,6.22,1.36,0.994,0.169,0.651,0.035,0.286,0.546,0.131,0.002,0.8320000000000001,0.0,0.0,0.0,0.0,0.0,2.579,0.05,1.542,2.0
DEHE0981,24740606,michelstadt,DE,DE_HE,Mümling,8.99729550759448,49.67662829998264,8.997295507594478,49.67662829998264,197.5,134.6,132.436,0,1.6077265973253991,1960-11-01,2023-11-01,64,757,23011,23011,0.0,0.0,23011.0,0.0,B,,1,1,['DEHE0981'],1.094,0.414,1.7,1.871,0.707,158.836,23.745,0.324,2.962,1.947,2.652,1.021,6.4,0.0,2.637,2.041,0.774,-0.04,0.053,17.906,1.199,2.0,221.934,4.038,3.0,573.406,379.662,199.824,8.193,10.757,8.587,0.661,0.104,10,1.025,0.0,0.0,5.228000000000001,94.517,0.0,94.517,4.259,0.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,53.595,42.326,38.538,19.136,8.167,1.314,1.524,0.225,0.687,0.056,0.062,0.274,0.602,0.002,0.336,0.0,0.0,1.0,0.15,1.15,5.024,0.897,0.002,25.0
DESN1597,567451,Lichtenwalde 1,DE,DE_SN,Freiberger Mulde,13.0200121559546,50.88616893814879,13.0200121559546,50.88616893814879,251.91,1572.0,1572.039,0,-0.0024809160305335,1909-11-01,2023-10-10,115,1368,41617,41617,0.0,0.0,41617.0,0.0,B,,42,19,"['CZ000292', 'CZ000293', 'CZ000294', 'DESN1531', 'DESN1544', 'DESN1557', 'DESN1577', 'DESN1581', 'DESN1594', 'DESN1597', 'DESN1627', 'DESN1639', 'DESN1652', 'DESN1657', 'DESN1658', 'DESN1659', 'DESN1675', 'DESN1678', 'DESN1694']",1.177,0.522,1.415,2.058,0.647,172.028,32.038,0.241,3.237,2.218,2.81,17.212,4.317,0.0,2.254,1.876,0.833,0.206,0.135,16.137,1.203,4.0,221.335,3.677,1.0,1250.331,617.892,253.432,6.033,21.899,3.76,0.59,0.189,2,1.017,4.143,93.083,1.03,1.686,0.798,0.888,1.03,0.0,93.072,0.0,0.011,0.0,0.0,0.0,2.534,0.0,1.11,0.499,123.109,130.0,0.0,51.573,45.975,34.483,19.415,8.286,1.409,2.31,0.155,0.568,0.062,0.225,0.248,0.345,0.106,0.473,10.0,9.0,7.0,6.05,113.31,12.442,33.576,0.0,59.0
DEST1813,594180,Goldbeck,DE,DE_ST,Uchte,11.85418486,52.71746397,11.85418486,52.71746397,,422.0,385.252,0,8.708056872037913,1975-11-01,2021-12-31,47,554,16863,16863,0.0,0.0,16863.0,0.0,B,,169,4,"['DEST1810', 'DEST1811', 'DEST1812', 'DEST1813']",0.311,0.22,1.415,2.543,0.668,150.956,22.785,0.039,0.926,3.596,4.049,41.067,9.386,0.0,1.416,2.101,1.484,0.248,0.048,18.464,1.161,4.0,253.759,4.498,3.0,113.915,43.241,26.287,0.721,98.85,0.0,0.698,0.195,11,41.327,0.0,0.0,43.583,56.416999999999994,55.245,1.172,43.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,48.686,61.394,24.085,14.521,5.725,1.514,0.924,0.131,0.559,0.068,0.651,0.144,0.113,0.011,0.795,0.0,0.0,1.0,0.23,0.72,3.981,68.718,5.462,22.0
FR003250,A600101001,La Meurthe Ã  Fraize,FR,FR_EAUFRANCE,La Meurthe à Fraize,7.002529,48.18473,7.002529,48.18473,498,67.0,67.143,0,-0.2134328358208965,1971-07-08,2023-09-30,53,623,18886,7524,192.0,18280.0,0.0,606.0,A,,1,1,['FR003250'],2.531,0.786,0.955,1.985,0.68,156.082,27.048,0.601,6.632,0.661,1.889,10.533,6.691,0.0,3.432,1.896,0.553,-0.111,0.075,15.325,1.229,2.0,207.342,3.849,1.0,1298.148,894.728,503.706,15.751,3.408,52.58,0.571,0.146,4,0.802,94.168,5.832,0.0,0.0,0.0,0.0,0.0,0.0,5.832,0.0,0.0,0.0,0.0,0.0,92.167,0.0,0.0,2.001,89.701,130.0,30.0,41.787,73.896,16.537,9.567,7.597,1.601,1.528,0.206,0.667,0.018,0.0,0.164,0.7150000000000001,0.096,0.164,0.0,0.0,0.0,0.0,0.0,11.555,0.0,0.0,3.0
GB000666,94001,Ewe at Poolewe,GB,GB_NRFA,Ewe at Poolewe,-5.6,57.76,-5.6,57.76,4.6,441.21,441.086,0,0.0281045307223242,1970-10-19,2021-09-30,52,612,18610,18610,0.0,0.0,18610.0,0.0,B,,1189,1,['GB000666'],5.809,0.986,1.063,2.31,0.639,131.62,20.17,1.101,14.685,0.039,2.0,21.197,11.25,0.0,5.42,1.354,0.25,-0.303,0.041,7.896,1.224,2.0,133.512,2.917,3.0,991.447,311.241,5.771,11.901,16.211,30.285,0.557,0.163,10,1.134,7.928,39.489,3.771,41.228,0.0,41.228,3.585,0.186,39.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.928,72.864,130.0,0.0,81.998,34.998,24.85,25.607,3.843,0.85,10.911,0.075,0.426,0.0,0.0,0.006,0.020999999999999998,0.315,0.006,0.0,0.0,9.0,31.33,673.65,14.123,0.0,0.0,1.0
DEBY0507,16403001,Garmisch-Partenkirchen,DE,DE_BY,Loisach,11.11701165524031,47.53079413738816,11.11701165524031,47.53079413738816,665.86,424.3,422.302,0,0.4708932359179802,1953-11-01,2021-12-31,63,705,20917,16862,3981.0,0.0,20917.0,0.0,D,,2,4,"['AT000043', 'DEBY0507', 'DEBY0530', 'DEBY0531']",2.352,0.671,1.535,2.244,0.722,243.073,11.449,0.522,5.647,0.437,1.316,11.595,9.765,0.0,3.491,1.82,0.521,0.409,0.223,14.817,1.168,4.0,205.688,3.516,1.0,2939.695,1364.619,668.84,23.495,6.15,69.531,0.623,0.14,8,0.653,0.0,0.0,90.531,9.469,9.469,0.0,0.0,90.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.731,130.0,0.0,45.677,36.986,36.524,19.279,13.18,1.286,2.067,0.136,0.476,0.033,0.0,0.074,0.533,0.348,0.074,0.0,0.0,2.0,1.71,31.53,22.791,0.0,0.0,37.0
AT000003,231662,Loruens-Aeule,AT,AT_EHYD,Ill,9.847765104,47.13282061,9.847765104487962,47.13282061553542,579,535.2,536.299,0,-0.2053437967114971,1985-01-02,2021-12-31,37,444,13513,13513,0.0,0.0,13513.0,0.0,B,['CH000215'],1,2,"['AT000002', 'AT000003', 'CH000221']",0.915,0.247,1.802,0.979,0.687,233.361,27.141,0.404,2.819,6.136,2.609,,,0.0,3.693,1.516,0.411,0.346,0.337,15.212,1.203,4.0,202.001,3.592,1.0,3293.054,1843.003,583.51,25.735,1.497,82.952,0.577,0.141,2,0.593,0.115,84.653,15.163,0.07,0.07,0.0,1.969,13.194,84.653,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.003,51.66,130.0,0.0,45.044,49.262,30.836,16.883,10.294,1.425,1.714,0.087,0.313,0.031,0.0,0.04,0.26899999999999996,0.647,0.04,4.0,4.0,3.0,1.46,12.91,36.927,0.0,0.204,18.0
ES001042,8141,VILLORA                            ,ES,ES_CEDEX,,-1.57149688,39.75082061,-1.571496880542119,39.75082061032931,802,74.0,66.2,2,10.540540540540537,1975-08-01,2019-09-30,45,530,16132,16132,0.0,0.0,16132.0,0.0,B,,586,1,['ES001042'],0.25,0.223,1.9,3.6,0.564,158.477,44.714,0.012,0.839,13.675,3.412,104.037,23.932,0.014,1.165,3.102,2.664,-0.122,0.022,28.437,1.407,3.0,296.538,8.063,4.0,1402.561,1105.348,798.988,11.271,5.455,26.709,0.488,0.193,9,0.941,0.0,0.0,100.0,0.0,0.0,0.0,61.192,38.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.731,150.0,30.0,45.38,38.075,38.791,23.134,9.701,1.384,1.553,0.081,0.488,0.0,0.011,0.025,0.339,0.623,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0
DEBY0622,11582300,Unterallgäu,DE,DE_BY,Günz,10.29959859017821,48.0716610158,10.29959859017821,48.0716610158,571.34,315.4,315.648,0,-0.0786303107165654,1976-11-01,2023-08-19,48,520,15091,14671,2002.0,0.0,15091.0,0.0,D,,2,1,['DEBY0622'],1.45,0.463,1.328,1.288,0.712,182.051,29.658,0.589,3.394,1.065,1.222,,,0.0,3.072,2.062,0.671,0.357,0.078,16.423,1.163,4.0,214.355,3.702,1.0,921.873,708.364,573.335,3.953,51.133,1.098,0.544,0.229,11,13.379,0.0,0.0,40.795,59.205,59.205,0.0,40.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,42.846,58.859,26.134,15.006,7.725,1.503,0.775,0.224,0.654,0.040999999999999995,0.026,0.7030000000000001,0.20600000000000002,0.019,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,10.974,0.0,0.0,22.0
DEBY0493,24236007,Neustadt a.d. Aisch-Bad Windsheim,DE,DE_BY,Aurach,10.70999316679044,49.54460873230807,10.70999316679044,49.54460873230807,320.73,41.8,41.966,0,-0.3971291866028802,1967-11-01,2023-08-19,57,628,18379,17959,2002.0,0.0,18379.0,0.0,C,,1,1,['DEBY0493'],0.51,0.276,1.963,1.387,0.702,160.792,23.964,0.173,1.213,3.061,1.495,1.729,2.719,0.0,1.81,2.181,1.205,0.159,0.055,18.45,1.174,4.0,239.731,4.24,3.0,450.884,392.135,322.214,3.057,62.898,0.213,0.528,0.131,9,1.04,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,51.537,42.143,37.905,19.952,9.714,1.41,1.429,0.157,0.611,0.006,0.284,0.31500000000000006,0.396,0.0,0.599,0.0,0.0,0.0,0.0,0.0,5.539,0.0,0.0,12.0
